,2.1,2.2,2.4,2.4.1,2.4.2,2.4.3,2.4.4,2.4.5,2.5,2.7,2.7.1,2.7.2,2.7.3,2.7.4,2.7.5,2.7.6,2.8,2.8.1,2.8.2,2.8.3,2.12,2.12.1,2.12.2,2.14,2.15,2.17,2.17.1,2.17.2,2.19,2.20,2.23,2.29,2.30,2.36,2.38,2.39,2.40,2.42,2.42.1,2.42.2,2.42.3,2.44,2.45,2.51,2.55,2.64,2.65,2.65.1,2.65.2,2.65.3,2.65.4,2.65.5
CiOJF15l1LgF5kyTry8QMwt4G2n2,0.25,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.25,0.6666666666666667,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.19999999999999996,0.33333333333333337,0.33333333333333337,0.16666666666666663,0.5,0.25,0.16666666666666663,0.25,0.5,0.5,0.5,0.5,0.4,0.25,0.0,0.5,0.0,0.5,0.5,0.4,0.4,0.5,0.5
CpfIdxc23aR8EPQjIlzdc6jy16u2,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.6666666666666667,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.5,0.33333333333333337,0.33333333333333337,0.0,0.19999999999999996,0.0,0.16666666666666663,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.25,0.0,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.19999999999999996
UfxqyyJOWYT4KBd5HJSRgcwfP8k2,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.5,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.25,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.25,0.25,0.33333333333333337,0.33333333333333337
7yg7efXymicQuHb0SpeN24frBl62,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.25,0.25,0.25,0.25,0.1428571428571429,0.19999999999999996,0.0,0.0,0.4,0.19999999999999996,0.25,0.4,0.25,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.25,0.25,0.19999999999999996,0.0,0.5,0.5,0.4,0.4,0.5,0.5
EWKLL4Jej3SFiZX2LrBtBzDsvXG2,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.5,0.1428571428571429,0.1428571428571429,0.16666666666666663,0.19999999999999996,0.25,0.4,0.25,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.25,0.25,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.19999999999999996
v0EsgRlmJoZZoQn81kK5tM7nNNy1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.1428571428571429,0.0,0.1428571428571429,0.1428571428571429,0.4,0.5,0.0,0.16666666666666663,0.0,0.5,0.5,0.5,0.5,0.4,0.0,0.25,0.5,0.0,0.5,0.5,0.75,0.75,0.5,0.5
WAbC3avwbjNspP3I7eyyMAonmws1,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.25,0.25,0.25,0.25,0.1428571428571429,0.19999999999999996,0.1428571428571429,0.1428571428571429,0.16666666666666663,0.19999999999999996,0.0,0.4,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.0,0.0,0.19999999999999996,0.0,0.5,0.5,0.4,0.4,0.5,0.5
ymxndAt9jaYnat7aOqqrP0nW7Dh1,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.25,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.19999999999999996,0.33333333333333337,0.33333333333333337,0.16666666666666663,0.5,0.0,0.16666666666666663,0.0,0.5,0.5,0.5,0.5,0.4,0.0,0.25,0.5,0.0,0.19999999999999996,0.19999999999999996,0.4,0.4,0.19999999999999996,0.19999999999999996
pgQ6CXqyPIRFmp7zc1d5iWsnVEL2,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.1428571428571429,0.19999999999999996,0.33333333333333337,0.33333333333333337,0.0,0.19999999999999996,0.0,0.16666666666666663,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.0,0.0,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.19999999999999996
fHrkNtaGFIWyO2t5BPfa1vfU76R2,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,1.0,1.0,0.6666666666666667,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.4,1.0,0.25,0.16666666666666663,0.25,1.0,1.0,1.0,1.0,0.75,0.0,0.25,1.0,0.0,0.5,0.5,0.75,0.75,0.5,0.5
ArxjMIfI76SjdXSCGn5WOTstTiu1,0.0,0.25,0.25,0.25,0.25,0.6666666666666667,0.25,0.25,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.1428571428571429,0.1428571428571429,0.16666666666666663,0.19999999999999996,0.0,0.16666666666666663,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.0,0.0,0.19999999999999996,0.0,0.5,0.5,0.4,0.4,0.5,0.5
hbnbYI5FzuMI9Efp7L9A90VCy9l2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.33333333333333337,0.5,0.33333333333333337,0.33333333333333337,0.16666666666666663,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.19999999999999996
zxTbZavPGmZiSa9CtWKa96C1EAA2,0.6666666666666667,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666667,0.0,0.25,0.25,0.25,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.75,0.5,0.25,0.4,0.25,0.5,0.5,0.5,0.5,0.4,0.0,0.25,0.5,0.0,0.5,0.5,0.75,0.75,0.5,0.5
Zj6NvllPH3Rlja4FG8inqR3bzEJ2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.33333333333333337,0.5,0.1428571428571429,0.1428571428571429,0.4,0.0,0.25,0.75,0.25,0.0,0.0,0.0,0.0,0.16666666666666663,0.25,0.25,0.0,0.0,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.19999999999999996
LDwhbfuKRPhFu85xrtHbAhuMlQF3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.5,0.6,0.6,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
koB0NrlSyleVjcasC4KRIBT2FV02,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.25,0.0,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.19999999999999996,0.33333333333333337,0.33333333333333337,0.4,0.19999999999999996,0.25,0.16666666666666663,0.25,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.25,0.6666666666666667,0.19999999999999996,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0,0.0
ldskD11lxrdxdrZ3QXuXU3x18ii1,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.25,0.25,0.25,0.25,0.25,0.33333333333333337,0.19999999999999996,0.33333333333333337,0.33333333333333337,0.4,0.19999999999999996,0.0,0.16666666666666663,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.25,0.25,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.4,0.4,0.19999999999999996,0.19999999999999996
IiB5oXUuiMZaPtG7FZQll9WpoY43,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.25,0.0,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.19999999999999996,0.6,0.6,0.16666666666666663,0.19999999999999996,0.0,0.16666666666666663,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.0,0.25,0.19999999999999996,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0,0.0
7vYECH9LdncFJWyXSNloSLK5Sjp1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.25,0.0,0.25,0.25,0.25,0.33333333333333337,0.19999999999999996,0.1428571428571429,0.1428571428571429,0.75,0.19999999999999996,0.6666666666666667,0.75,0.6666666666666667,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.25,0.25,0.19999999999999996,0.0,0.5,0.5,0.4,0.4,0.5,0.5
IfLZ1xFo8UZhgUVmOxSDtcvtsS42,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.25,0.0,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6,0.5,0.33333333333333337,0.33333333333333337,0.4,0.19999999999999996,0.6666666666666667,0.75,0.6666666666666667,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.25,0.25,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.19999999999999996
Z8bUAhTvXuRVTg979HcjtFfHWpx2,0.6666666666666667,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666667,0.0,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6,0.19999999999999996,0.33333333333333337,0.33333333333333337,0.75,0.5,0.6666666666666667,0.4,0.6666666666666667,0.5,0.5,0.5,0.5,0.75,0.25,0.6666666666666667,0.5,0.0,0.19999999999999996,0.19999999999999996,0.4,0.4,0.19999999999999996,0.19999999999999996
EL12BVTo4xNlCTNg839AYO4gMlA3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.25,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.19999999999999996,0.6,0.6,0.16666666666666663,0.19999999999999996,0.25,0.16666666666666663,0.25,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.25,0.0,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.19999999999999996
xH0FHTDPOwWgHBQU7uuuEFJEfPx2,0.6666666666666667,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666667,0.0,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.33333333333333337,0.0,0.6,0.6,0.4,0.5,0.25,0.16666666666666663,0.25,0.5,0.5,0.5,0.5,0.4,0.0,0.25,0.5,0.0,0.19999999999999996,0.19999999999999996,0.4,0.4,0.19999999999999996,0.19999999999999996
c7pOs8yP5KgmNtAHq8OehJf5f8v2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.16666666666666663,0.16666666666666663,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.19999999999999996,0.19999999999999996,0.25,0.25
lpHXt8I3bUbNZnOFUXO8Ab22coB3,0.25,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.25,0.0,0.25,0.25,0.25,0.1428571428571429,0.0,0.33333333333333337,0.33333333333333337,0.4,0.19999999999999996,0.0,0.16666666666666663,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.16666666666666663,0.0,0.25,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.4,0.4,0.19999999999999996,0.19999999999999996
